age_group,gender,nationality,fastest_finish_time_secs
45-49,F,,19887
40-44,F,GBR,19888
40-44,F,ESA,19888
40-44,F,RSA,19888
45-49,F,HKG,19888
45-49,F,JPN,19888
60-64,F,JPN,19889
55-59,F,JPN,19889
40-44,F,SUI,19889
40-44,F,KOR,19889
40-44,F,USA,19889
45-49,F,USA,19889
45-49,F,AUS,19889
40-44,F,MEX,19889
40-44,F,NCA,19890
40-44,F,GBR,19890
40-44,F,JPN,19890
40-44,F,MAS,19890
40-44,F,FIN,19890
40-44,F,TPE,19890
40-44,F,USA,19890
50-54,F,JPN,19890
45-49,F,IND,19890
55-59,F,USA,19890
55-59,F,MEX,19891
50-54,F,USA,19891
50-54,F,GBR,19891
40-44,F,BRA,19891
55-59,F,USA,19891
40-44,F,USA,19892
40-44,F,USA,19892
40-44,F,GBR,19892
50-54,F,AUS,19892
55-59,F,JPN,19892
50-54,F,CHI,19892
55-59,F,IND,19892
40-44,F,JPN,19892
60-64,F,USA,19892
55-59,F,SWE,19892
50-54,F,USA,19892
50-54,F,JPN,19892
60-64,F,JPN,19892
45-49,F,USA,19892
55-59,F,USA,19892
45-49,F,GBR,19892
40-44,F,MEX,19892
50-54,F,BRA,19893
55-59,F,JPN,19893
40-44,F,USA,19893
50-54,F,ITA,19893
55-59,F,NOR,19893
40-44,F,BRA,19893
50-54,F,JPN,19893
45-49,F,CAN,19893
45-49,F,USA,19893
45-49,F,USA,19893
55-59,F,USA,19893
40-44,F,AUS,19893
50-54,F,AUS,19894
50-54,F,GBR,19894
40-44,F,USA,19894
40-44,F,RSA,19894
40-44,F,MEX,19894
50-54,F,THA,19895
50-54,F,GBR,19895
60-64,F,HKG,19895
60-64,F,JPN,19895
55-59,F,RSA,19895
55-59,F,THA,19895
45-49,F,TPE,19895
45-49,F,GBR,19895
45-49,F,RSA,19895
55-59,F,POR,19896
50-54,F,GBR,19896
50-54,F,COL,19896
50-54,F,USA,19896
40-44,F,RSA,19896
55-59,F,COL,19896
55-59,F,CHN,19896
45-49,F,,19896
45-49,F,USA,19896
45-49,F,JPN,19896
40-44,F,CHN,19897
40-44,F,CAN,19897
40-44,F,USA,19897
50-54,F,JPN,19897
55-59,F,ITA,19897
55-59,F,JPN,19897
50-54,F,JPN,19897
45-49,F,USA,19897
40-44,F,ITA,19898
50-54,F,BRA,19898
60-64,F,USA,19898
55-59,F,JPN,19898
50-54,F,JPN,19898
60-64,F,JPN,19898
45-49,F,USA,19898
40-44,F,CHN,19899
40-44,F,USA,19899
65-69,F,,19899
50-54,F,IRL,19899
50-54,F,CHI,19899
50-54,F,JPN,19899
50-54,F,BRA,19899
40-44,F,RSA,19899
45-49,F,USA,19899
45-49,F,VEN,19899
55-59,F,CHN,19899
45-49,F,GER,19899
70-74,F,GBR,19900
40-44,F,TPE,19900
50-54,F,USA,19900
40-44,F,CAN,19900
55-59,F,MAS,19900
40-44,F,RSA,19900
45-49,F,MEX,19900
45-49,F,JPN,19900
55-59,F,USA,19900
45-49,F,CHN,19900
45-49,F,VIE,19900
70-74,F,USA,19901
50-54,F,CAN,19901
40-44,F,USA,19901
60-64,F,USA,19901
40-44,F,MAS,19901
45-49,F,RSA,19901
45-49,F,JPN,19901
45-49,F,IRL,19901
45-49,F,IND,19901
45-49,F,USA,19901
45-49,F,SWE,19901
40-44,F,MEX,19901
50-54,F,USA,19902
40-44,F,ISR,19902
60-64,F,JPN,19902
50-54,F,JPN,19902
40-44,F,JPN,19902
40-44,F,IRL,19902
50-54,F,INA,19902
65-69,F,USA,19902
50-54,F,USA,19902
60-64,F,USA,19902
50-54,F,JPN,19902
50-54,F,USA,19902
45-49,F,IRL,19902
45-49,F,THA,19902
40-44,F,MEX,19902
70-74,F,THA,19903
60-64,F,USA,19903
55-59,F,JPN,19903
55-59,F,TPE,19903
50-54,F,GER,19903
55-59,F,GBR,19903
60-64,F,CAN,19903
55-59,F,RSA,19903
40-44,F,USA,19903
55-59,F,USA,19903
45-49,F,THA,19903
40-44,F,TPE,19904
60-64,F,ITA,19904
70-74,F,JPN,19905
70-74,F,CAN,19905
60-64,F,USA,19905
40-44,F,GBR,19905
55-59,F,ITA,19905
55-59,F,FRA,19905
55-59,F,JPN,19905
60-64,F,CHN,19905
55-59,F,USA,19905
40-44,F,JPN,19906
40-44,F,GBR,19906
65-69,F,JPN,19906
60-64,F,JPN,19906
65-69,F,JPN,19907
50-54,F,VEN,19907
50-54,F,GBR,19907
60-64,F,GER,19907
50-54,F,USA,19907
55-59,F,JPN,19907
60-64,F,JPN,19907
45-49,F,MEX,19907
70-74,F,JPN,19908
40-44,F,CHN,19908
40-44,F,GBR,19908
40-44,F,GBR,19908
55-59,F,JPN,19908
50-54,F,USA,19908
55-59,F,MAS,19908
45-49,F,MEX,19908
45-49,F,GBR,19908
45-49,F,JPN,19908
55-59,F,GBR,19909
55-59,F,JPN,19909
55-59,F,RSA,19909
40-44,F,RSA,19909
60-64,F,USA,19909
65-69,F,GBR,19909
65-69,F,HKG,19909
50-54,F,CHN,19909
40-44,F,GBR,19909
40-44,F,SWE,19909
55-59,F,FRA,19909
40-44,F,USA,19909
55-59,F,USA,19909
45-49,F,EST,19909
75-79,F,USA,19910
60-64,F,ITA,19910
50-54,F,USA,19910
50-54,F,USA,19910
55-59,F,ITA,19910
40-44,F,CHN,19910
50-54,F,USA,19910
40-44,F,USA,19910
50-54,F,IRL,19910
50-54,F,IRL,19910
55-59,F,BAH,19910
45-49,F,MEX,19910
45-49,F,ISL,19910
40-44,F,GER,19911
55-59,F,MEX,19911
65-69,F,,19911
40-44,F,USA,19911
40-44,F,POR,19911
50-54,F,IRL,19911
50-54,F,USA,19911
50-54,F,GBR,19911
40-44,F,USA,19911
55-59,F,USA,19911
45-49,F,GBR,19911
55-59,F,USA,19911
45-49,F,USA,19911
40-44,F,GBR,19912
40-44,F,TTO,19912
60-64,F,GBR,19912
55-59,F,JPN,19912
40-44,F,USA,19912
45-49,F,USA,19912
45-49,F,DOM,19912
45-49,F,MEX,19912
45-49,F,USA,19912
50-54,F,VIE,19913
55-59,F,ITA,19913
50-54,F,,19913
60-64,F,JPN,19913
45-49,F,IRL,19913
45-49,F,USA,19913
45-49,F,USA,19913
40-44,F,JPN,19914
50-54,F,GER,19914
40-44,F,GBR,19914
50-54,F,MEX,19914
65-69,F,ITA,19914
60-64,F,USA,19914
40-44,F,USA,19914
40-44,F,USA,19914
50-54,F,GER,19914
50-54,F,ITA,19914
55-59,F,GER,19914
50-54,F,JPN,19914
50-54,F,JPN,19914
45-49,F,USA,19914
45-49,F,AUS,19914
45-49,F,USA,19914
45-49,F,USA,19914
55-59,F,USA,19914
50-54,F,JPN,19915
40-44,F,BRA,19915
40-44,F,NED,19915
40-44,F,USA,19915
55-59,F,THA,19915
55-59,F,JPN,19915
45-49,F,USA,19915
45-49,F,JPN,19915
50-54,F,JPN,19916
55-59,F,ITA,19916
55-59,F,NED,19916
40-44,F,JPN,19916
40-44,F,JPN,19916
50-54,F,JPN,19916
55-59,F,JPN,19916
60-64,F,JPN,19916
50-54,F,JPN,19916
40-44,F,GER,19916
55-59,F,CAN,19916
40-44,F,IND,19916
40-44,F,JPN,19916
50-54,F,JPN,19916
40-44,F,CAN,19917
40-44,F,RSA,19917
40-44,F,RSA,19917
50-54,F,JPN,19917
45-49,F,GBR,19917
45-49,F,THA,19917
45-49,F,IND,19917
40-44,F,INA,19918
45-49,F,JPN,19918
45-49,F,JPN,19918
50-54,F,USA,19919
65-69,F,GBR,19919
40-44,F,USA,19919
55-59,F,NOR,19919
50-54,F,USA,19919
50-54,F,BRA,19919
55-59,F,USA,19919
45-49,F,BRA,19919
50-54,F,MEX,19920
50-54,F,USA,19920
55-59,F,CAN,19920
65-69,F,BRA,19920
40-44,F,USA,19920
40-44,F,SWE,19920
40-44,F,RSA,19920
45-49,F,RSA,19920
40-44,F,POR,19921
55-59,F,JPN,19921
60-64,F,USA,19921
50-54,F,JPN,19921
55-59,F,JPN,19921
50-54,F,CAN,19921
50-54,F,THA,19921
40-44,F,USA,19921
45-49,F,JPN,19921
45-49,F,SGP,19921
45-49,F,SGP,19921
45-49,F,MAS,19921
45-49,F,USA,19921
70-74,F,USA,19922
40-44,F,USA,19922
50-54,F,GER,19922
50-54,F,USA,19922
55-59,F,DOM,19922
55-59,F,,19922
50-54,F,USA,19922
50-54,F,BRA,19922
50-54,F,IRL,19922
55-59,F,JPN,19922
45-49,F,SRB,19922
55-59,F,USA,19922
45-49,F,USA,19922
45-49,F,GBR,19922
45-49,F,JPN,19922
50-54,F,JPN,19923
55-59,F,JPN,19923
40-44,F,RSA,19923
55-59,F,GBR,19923
50-54,F,CHN,19923
40-44,F,SLO,19923
55-59,F,USA,19923
45-49,F,USA,19923
45-49,F,MEX,19923
45-49,F,GBR,19923
55-59,F,USA,19923
40-44,F,USA,19924
40-44,F,USA,19924
50-54,F,POL,19924
55-59,F,THA,19924
40-44,F,ESP,19924
40-44,F,USA,19924
50-54,F,JPN,19924
40-44,F,POR,19924
60-64,F,JPN,19924
65-69,F,USA,19924
45-49,F,GBR,19924
40-44,F,IRL,19925
40-44,F,GBR,19925
45-49,F,USA,19925
45-49,F,JPN,19925
45-49,F,CHN,19925
45-49,F,USA,19925
40-44,F,MEX,19925
40-44,F,JPN,19926
40-44,F,USA,19926
50-54,F,NED,19926
60-64,F,JPN,19926
50-54,F,RSA,19926
60-64,F,JPN,19926
40-44,F,IRL,19927
55-59,F,GBR,19927
50-54,F,JPN,19927
55-59,F,JPN,19927
40-44,F,USA,19927
55-59,F,HKG,19927
60-64,F,GER,19927
55-59,F,JPN,19927
45-49,F,TPE,19927
45-49,F,USA,19927
45-49,F,GER,19927
50-54,F,GBR,19928
50-54,F,JPN,19928
50-54,F,USA,19928
40-44,F,RSA,19928
55-59,F,JPN,19928
50-54,F,USA,19928
40-44,F,GBR,19928
50-54,F,URU,19928
40-44,F,USA,19928
55-59,F,USA,19928
45-49,F,JPN,19928
45-49,F,BRA,19928
50-54,F,THA,19929
55-59,F,GBR,19929
40-44,F,TPE,19929
55-59,F,JPN,19929
60-64,F,HKG,19929
40-44,F,USA,19929
60-64,F,IND,19929
40-44,F,USA,19930
40-44,F,RSA,19930
60-64,F,USA,19930
50-54,F,JPN,19930
60-64,F,HUN,19930
50-54,F,LTU,19930
50-54,F,CHN,19930
45-49,F,,19930
45-49,F,USA,19930
45-49,F,USA,19930
40-44,F,IND,19931
50-54,F,JPN,19931
45-49,F,TPE,19931
45-49,F,GBR,19931
45-49,F,BRA,19931
55-59,F,USA,19931
45-49,F,JPN,19931
45-49,F,INA,19931
50-54,F,JPN,19932
55-59,F,JPN,19932
55-59,F,HKG,19932
40-44,F,IRL,19932
55-59,F,GBR,19932
60-64,F,GBR,19932
45-49,F,JPN,19932
45-49,F,USA,19932
45-49,F,USA,19932
45-49,F,USA,19932
45-49,F,HKG,19932
45-49,F,GBR,19932
55-59,F,ITA,19933
40-44,F,BRA,19933
40-44,F,GBR,19933
55-59,F,,19933
40-44,F,JPN,19933
60-64,F,HKG,19933
40-44,F,USA,19933
65-69,F,USA,19933
50-54,F,USA,19933
40-44,F,PHI,19933
45-49,F,GBR,19933
45-49,F,IRL,19933
50-54,F,NZL,19934
40-44,F,ARG,19934
40-44,F,USA,19934
40-44,F,BRA,19934
50-54,F,RSA,19934
40-44,F,GER,19934
50-54,F,SWE,19934
50-54,F,RSA,19934
45-49,F,JPN,19934
45-49,F,CHN,19934
40-44,F,USA,19935
55-59,F,GBR,19935
50-54,F,JPN,19935
50-54,F,USA,19935
60-64,F,USA,19935
60-64,F,THA,19935
40-44,F,USA,19935
45-49,F,GBR,19935
70-74,F,USA,19936
50-54,F,GBR,19936
40-44,F,IRL,19936
55-59,F,JPN,19936
50-54,F,USA,19936
60-64,F,HKG,19936
40-44,F,CHN,19936
45-49,F,GBR,19936
45-49,F,BRA,19936
50-54,F,JPN,19937
50-54,F,JPN,19937
60-64,F,HKG,19937
40-44,F,USA,19937
65-69,F,SWE,19937
45-49,F,IND,19937
45-49,F,GER,19937
45-49,F,USA,19937
45-49,F,VIE,19937
45-49,F,GBR,19937
45-49,F,USA,19937
60-64,F,JPN,19938
40-44,F,GBR,19938
50-54,F,FRA,19938
40-44,F,CAN,19938
60-64,F,RSA,19938
50-54,F,IND,19938
55-59,F,JPN,19938
45-49,F,POL,19938
45-49,F,CHI,19938
45-49,F,GBR,19938
55-59,F,USA,19938
50-54,F,VEN,19939
55-59,F,GBR,19939
40-44,F,HUN,19939
40-44,F,CAN,19939
60-64,F,BRA,19939
50-54,F,RUS,19939
40-44,F,THA,19939
50-54,F,CHN,19939
40-44,F,JPN,19939
40-44,F,JPN,19939
45-49,F,USA,19939
45-49,F,JPN,19939
40-44,F,MEX,19939
40-44,F,CHN,19940
40-44,F,PHI,19940
60-64,F,USA,19940
45-49,F,VEN,19940
45-49,F,GBR,19940
45-49,F,RSA,19940
45-49,F,IRL,19940
55-59,F,GER,19941
50-54,F,JPN,19941
60-64,F,AUS,19941
60-64,F,JPN,19941
45-49,F,JPN,19941
55-59,F,USA,19941
55-59,F,USA,19941
40-44,F,MEX,19941
50-54,F,,19942
55-59,F,GBR,19942
55-59,F,DEN,19942
50-54,F,SWE,19942
60-64,F,GBR,19942
45-49,F,TPE,19942
60-64,F,USA,19942
45-49,F,USA,19942
45-49,F,TPE,19942
40-44,F,JPN,19943
55-59,F,JPN,19943
50-54,F,,19943
50-54,F,JPN,19943
50-54,F,DEN,19943
40-44,F,JPN,19943
60-64,F,USA,19943
40-44,F,CHN,19943
55-59,F,AUS,19943
50-54,F,JPN,19943
40-44,F,RSA,19943
40-44,F,RSA,19943
45-49,F,POR,19943
45-49,F,IND,19943
45-49,F,GBR,19943
45-49,F,CAN,19943
45-49,F,SVK,19943
60-64,F,IRL,19944
40-44,F,MAS,19944
50-54,F,NED,19944
55-59,F,JPN,19944
45-49,F,ITA,19944
55-59,F,USA,19944
40-44,F,GBR,19945
50-54,F,ARG,19945
50-54,F,GER,19945
50-54,F,JPN,19945
45-49,F,IRL,19945
40-44,F,INA,19946
40-44,F,USA,19946
40-44,F,VIE,19946
50-54,F,FRA,19946
55-59,F,JPN,19946
50-54,F,JPN,19946
40-44,F,USA,19946
60-64,F,BRA,19946
50-54,F,ARG,19946
45-49,F,GER,19946
55-59,F,JPN,19947
40-44,F,BRA,19947
55-59,F,JPN,19947
55-59,F,GER,19947
50-54,F,USA,19947
55-59,F,JPN,19947
65-69,F,USA,19947
55-59,F,USA,19947
45-49,F,,19947
50-54,F,POL,19948
60-64,F,USA,19948
55-59,F,CHI,19948
55-59,F,JPN,19948
45-49,F,PER,19948
45-49,F,GBR,19948
45-49,F,GER,19948
45-49,F,MEX,19948
45-49,F,USA,19948
55-59,F,JPN,19949
40-44,F,GER,19949
60-64,F,SWE,19949
55-59,F,SWE,19949
45-49,F,USA,19949
45-49,F,GBR,19949
45-49,F,,19949
40-44,F,HKG,19950
40-44,F,TPE,19950
50-54,F,USA,19950
55-59,F,,19950
50-54,F,JPN,19950
60-64,F,CHN,19950
45-49,F,IND,19950
50-54,F,USA,19951
50-54,F,IND,19951
50-54,F,GBR,19951
45-49,F,USA,19951
55-59,F,USA,19951
40-44,F,BRA,19952
40-44,F,GBR,19952
40-44,F,POL,19952
50-54,F,JPN,19952
40-44,F,USA,19952
50-54,F,THA,19952
45-49,F,GBR,19952
45-49,F,GER,19952
45-49,F,USA,19952
45-49,F,MEX,19952
45-49,F,JPN,19952
70-74,F,,19953
50-54,F,USA,19953
40-44,F,,19953
40-44,F,HKG,19953
60-64,F,JPN,19953
45-49,F,HKG,19953
55-59,F,USA,19953
50-54,F,GBR,19954
40-44,F,POL,19954
40-44,F,USA,19954
50-54,F,GER,19954
50-54,F,CAN,19954
45-49,F,JPN,19954
45-49,F,AUS,19954
45-49,F,JPN,19954
60-64,F,NZL,19955
40-44,F,CAN,19955
55-59,F,THA,19955
60-64,F,GER,19955
50-54,F,GBR,19955
55-59,F,SWE,19955
40-44,F,GBR,19955
55-59,F,JPN,19955
40-44,F,PHI,19956
50-54,F,GER,19956
65-69,F,JPN,19956
55-59,F,USA,19956
50-54,F,JPN,19957
55-59,F,INA,19957
55-59,F,RSA,19957
45-49,F,AUS,19957
45-49,F,USA,19957
40-44,F,MEX,19957
40-44,F,BRA,19958
40-44,F,RSA,19958
40-44,F,CAN,19958
50-54,F,SWE,19958
50-54,F,JPN,19958
45-49,F,TPE,19958
45-49,F,CAN,19958
45-49,F,USA,19958
40-44,F,AUS,19958
40-44,F,BRA,19959
40-44,F,GBR,19959
55-59,F,KOR,19959
50-54,F,JPN,19959
55-59,F,JPN,19959
40-44,F,CHN,19959
55-59,F,JPN,19959
55-59,F,TPE,19959
40-44,F,JPN,19959
60-64,F,JPN,19959
45-49,F,FIN,19959
45-49,F,USA,19959
45-49,F,USA,19959
50-54,F,GBR,19960
50-54,F,JPN,19960
50-54,F,GBR,19960
45-49,F,SWE,19960
40-44,F,MEX,19960
40-44,F,IRL,19961
40-44,F,SWE,19961
60-64,F,JPN,19961
40-44,F,USA,19961
40-44,F,USA,19961
40-44,F,USA,19961
45-49,F,TPE,19961
45-49,F,FRA,19961
45-49,F,JPN,19961
70-74,F,USA,19962
40-44,F,GBR,19962
40-44,F,INA,19962
50-54,F,USA,19962
40-44,F,CAN,19962
50-54,F,USA,19962
40-44,F,USA,19962
40-44,F,RSA,19962
50-54,F,ITA,19962
40-44,F,ZAM,19962
45-49,F,TPE,19962
45-49,F,MEX,19962
45-49,F,GBR,19962
45-49,F,GBR,19962
45-49,F,USA,19962
45-49,F,USA,19962
70-74,F,GBR,19963
55-59,F,ITA,19963
40-44,F,GBR,19963
40-44,F,IND,19963
60-64,F,USA,19963
50-54,F,USA,19963
40-44,F,JPN,19963
45-49,F,KOR,19963
45-49,F,MAS,19963
40-44,F,CAN,19964
40-44,F,JPN,19964
40-44,F,HKG,19964
50-54,F,ARG,19964
40-44,F,USA,19964
50-54,F,JPN,19964
45-49,F,TPE,19964
45-49,F,GBR,19964
45-49,F,ARG,19964
45-49,F,BRA,19964
45-49,F,RSA,19964
65-69,F,CHN,19965
60-64,F,USA,19965
40-44,F,CAN,19965
55-59,F,,19965
60-64,F,HKG,19965
55-59,F,INA,19965
65-69,F,USA,19965
40-44,F,CHN,19965
40-44,F,COL,19965
45-49,F,GER,19965
40-44,F,AUS,19965
70-74,F,GER,19966
40-44,F,GBR,19966
55-59,F,GBR,19966
40-44,F,GBR,19966
50-54,F,JPN,19966
60-64,F,GBR,19966
45-49,F,THA,19966
40-44,F,GBR,19967
40-44,F,BRA,19967
60-64,F,CHI,19967
45-49,F,RSA,19967
70-74,F,MEX,19968
50-54,F,JPN,19968
40-44,F,GBR,19968
55-59,F,JPN,19968
45-49,F,CHN,19968
45-49,F,MEX,19968
45-49,F,AUS,19968
45-49,F,RSA,19968
50-54,F,JPN,19969
50-54,F,GBR,19969
40-44,F,PER,19969
50-54,F,GBR,19969
60-64,F,ITA,19969
40-44,F,USA,19969
55-59,F,USA,19969
55-59,F,USA,19969
45-49,F,USA,19969
55-59,F,USA,19969
40-44,F,AUS,19969
50-54,F,GBR,19970
65-69,F,HKG,19970
55-59,F,HKG,19970
55-59,F,,19970
40-44,F,RSA,19970
50-54,F,GBR,19970
40-44,F,SWE,19970
45-49,F,JPN,19970
45-49,F,HKG,19970
55-59,F,USA,19970
45-49,F,INA,19970
40-44,F,MEX,19970
40-44,F,CHN,19971
40-44,F,GBR,19971
40-44,F,JPN,19971
60-64,F,USA,19971
40-44,F,USA,19971
65-69,F,CAN,19971
45-49,F,AUS,19971
45-49,F,HKG,19971
55-59,F,GBR,19972
40-44,F,JPN,19972
40-44,F,THA,19972
65-69,F,GBR,19972
60-64,F,JPN,19972
50-54,F,LAT,19972
40-44,F,USA,19972
45-49,F,USA,19972
50-54,F,USA,19973
50-54,F,BRA,19973
55-59,F,JPN,19973
40-44,F,RSA,19973
50-54,F,JPN,19973
50-54,F,ARG,19973
55-59,F,JPN,19973
45-49,F,ARG,19973
45-49,F,RSA,19973
45-49,F,CRC,19973
45-49,F,JPN,19973
40-44,F,USA,19974
50-54,F,USA,19974
40-44,F,NOR,19974
60-64,F,JPN,19974
50-54,F,USA,19974
60-64,F,USA,19974
50-54,F,RSA,19974
50-54,F,JPN,19974
45-49,F,,19974
45-49,F,USA,19974
45-49,F,CHN,19974
45-49,F,GER,19974
50-54,F,MEX,19975
65-69,F,AUS,19975
50-54,F,USA,19975
45-49,F,MEX,19975
55-59,F,USA,19975
45-49,F,USA,19975
45-49,F,SLO,19975
45-49,F,TPE,19975
60-64,F,GBR,19976
60-64,F,ESP,19976
40-44,F,THA,19976
55-59,F,JPN,19976
45-49,F,ESP,19976
45-49,F,USA,19976
40-44,F,IND,19977
40-44,F,TUR,19977
50-54,F,TPE,19977
50-54,F,TPE,19977
40-44,F,SRB,19977
40-44,F,USA,19977
40-44,F,USA,19977
55-59,F,USA,19977
50-54,F,SUI,19978
40-44,F,THA,19978
50-54,F,BRA,19978
45-49,F,IND,19978
45-49,F,USA,19978
55-59,F,USA,19978
45-49,F,AUS,19978
50-54,F,JPN,19979
60-64,F,VEN,19979
55-59,F,GBR,19979
55-59,F,JPN,19979
55-59,F,JPN,19979
40-44,F,RSA,19979
60-64,F,MAS,19979
60-64,F,JPN,19979
45-49,F,USA,19979
55-59,F,USA,19979
50-54,F,,19980
40-44,F,USA,19980
50-54,F,USA,19980
45-49,F,USA,19980
45-49,F,BRA,19980
45-49,F,USA,19980
40-44,F,USA,19981
55-59,F,JPN,19981
65-69,F,USA,19981
50-54,F,USA,19981
60-64,F,USA,19981
40-44,F,MAS,19981
45-49,F,TPE,19981
40-44,F,AUS,19981
40-44,F,USA,19982
40-44,F,USA,19982
40-44,F,GBR,19982
40-44,F,GBR,19982
55-59,F,RSA,19982
45-49,F,USA,19982
40-44,F,USA,19983
40-44,F,POL,19983
55-59,F,FIN,19983
40-44,F,USA,19983
45-49,F,GBR,19983
45-49,F,USA,19983
45-49,F,GBR,19983
55-59,F,USA,19983
45-49,F,MLT,19983
45-49,F,JPN,19983
45-49,F,SWE,19983
40-44,F,MEX,19983
40-44,F,USA,19984
40-44,F,CHN,19984
50-54,F,JPN,19984
55-59,F,JPN,19984
45-49,F,USA,19984
45-49,F,USA,19984
40-44,F,MEX,19984
60-64,F,MEX,19985
40-44,F,USA,19985
55-59,F,GER,19985
50-54,F,USA,19985
40-44,F,USA,19985
50-54,F,USA,19985
60-64,F,,19985
50-54,F,JPN,19985
45-49,F,CHN,19985
45-49,F,BRA,19985
65-69,F,GER,19986
50-54,F,JPN,19986
40-44,F,THA,19986
40-44,F,JPN,19986
40-44,F,JPN,19986
50-54,F,MAS,19986
40-44,F,RSA,19986
55-59,F,RSA,19986
55-59,F,JPN,19986
55-59,F,JPN,19986
45-49,F,GBR,19986
45-49,F,MAS,19986
45-49,F,MEX,19986
50-54,F,USA,19987
60-64,F,JPN,19987
55-59,F,GER,19987
40-44,F,JPN,19987
40-44,F,NOR,19987
40-44,F,MEX,19987
50-54,F,THA,19988
40-44,F,ARG,19988
60-64,F,AUS,19988
40-44,F,GBR,19988
55-59,F,GUA,19988
65-69,F,PUR,19988
40-44,F,JPN,19988
50-54,F,,19988
55-59,F,AUT,19988
55-59,F,USA,19988
45-49,F,INA,19988
60-64,F,JPN,19989
50-54,F,JPN,19989
40-44,F,ARG,19989
40-44,F,RSA,19989
50-54,F,USA,19989
40-44,F,USA,19989
50-54,F,JPN,19989
40-44,F,USA,19989
55-59,F,USA,19989
45-49,F,USA,19989
45-49,F,JPN,19989
45-49,F,USA,19989
45-49,F,GBR,19989
70-74,F,GBR,19990
50-54,F,JPN,19990
40-44,F,USA,19990
55-59,F,GBR,19990
40-44,F,JPN,19990
50-54,F,JPN,19990
40-44,F,GBR,19990
65-69,F,USA,19990
40-44,F,USA,19990
50-54,F,USA,19990
45-49,F,USA,19990
45-49,F,USA,19990
40-44,F,GER,19991
55-59,F,RSA,19991
50-54,F,CHN,19991
50-54,F,ITA,19991
55-59,F,JPN,19991
45-49,F,USA,19991
60-64,F,PER,19992
40-44,F,GBR,19992
60-64,F,JPN,19992
50-54,F,JPN,19992
65-69,F,POL,19992
50-54,F,BRA,19992
40-44,F,CAN,19992
45-49,F,CHN,19992
45-49,F,USA,19992
45-49,F,USA,19992
55-59,F,USA,19992
45-49,F,IRL,19992
50-54,F,CRO,19993
50-54,F,RSA,19993
40-44,F,BRA,19993
40-44,F,GBR,19994
45-49,F,USA,19994
45-49,F,GER,19994
45-49,F,JPN,19994
40-44,F,CHN,19995
40-44,F,GBR,19995
40-44,F,USA,19995
55-59,F,JPN,19995
40-44,F,CHN,19995
45-49,F,GER,19995
45-49,F,GBR,19995
45-49,F,USA,19995
45-49,F,USA,19995
40-44,F,CHN,19996
60-64,F,JPN,19996
50-54,F,NED,19996
55-59,F,RSA,19996
60-64,F,NZL,19996
55-59,F,JPN,19996
55-59,F,USA,19996
45-49,F,USA,19996
45-49,F,CAN,19996
50-54,F,NZL,19997
50-54,F,NZL,19997
40-44,F,RSA,19997
40-44,F,RSA,19997
55-59,F,IRL,19997
40-44,F,USA,19997
50-54,F,IND,19997
55-59,F,JPN,19997
60-64,F,JPN,19997
45-49,F,GBR,19997
50-54,F,JPN,19998
50-54,F,USA,19998
40-44,F,ARG,19998
40-44,F,USA,19998
45-49,F,HKG,19998
45-49,F,IRL,19998
40-44,F,CHN,19999
50-54,F,MEX,19999
40-44,F,JPN,19999
50-54,F,,19999
40-44,F,,19999
50-54,F,USA,19999
40-44,F,USA,19999
50-54,F,SWE,19999
40-44,F,RSA,19999
45-49,F,BRA,19999
45-49,F,AUS,19999
45-49,F,SWE,19999
40-44,F,NZL,20000
40-44,F,CRC,20000
50-54,F,JPN,20000
60-64,F,JPN,20000
50-54,F,JPN,20000
50-54,F,IRL,20000
45-49,F,THA,20000
45-49,F,USA,20000
45-49,F,JPN,20000
45-49,F,,20000
55-59,F,JPN,20001
55-59,F,GBR,20001
65-69,F,AUS,20001
65-69,F,CHN,20001
45-49,F,JPN,20001
45-49,F,GBR,20001
45-49,F,JPN,20001
40-44,F,ARG,20002
40-44,F,USA,20002
40-44,F,USA,20002
40-44,F,THA,20002
50-54,F,CHN,20002
45-49,F,GBR,20002
45-49,F,USA,20002
55-59,F,MEX,20003
50-54,F,PUR,20003
40-44,F,MAS,20003
40-44,F,JPN,20003
40-44,F,CHN,20003
65-69,F,USA,20003
45-49,F,GBR,20003
45-49,F,USA,20003
45-49,F,JPN,20003
45-49,F,KOR,20003
40-44,F,JPN,20004
60-64,F,ARG,20004
40-44,F,USA,20004
40-44,F,POR,20004
50-54,F,ITA,20004
40-44,F,,20004
55-59,F,JPN,20005
60-64,F,JPN,20005
40-44,F,GBR,20005
65-69,F,CHI,20005
60-64,F,HKG,20005
40-44,F,CHN,20005
45-49,F,IRL,20005
45-49,F,CAN,20005
55-59,F,USA,20005
55-59,F,USA,20005
45-49,F,FRA,20005
40-44,F,GBR,20006
50-54,F,GER,20006
55-59,F,JPN,20006
55-59,F,ITA,20006
45-49,F,HUN,20006
40-44,F,MEX,20006
40-44,F,AUS,20006
60-64,F,FRA,20007
50-54,F,BRA,20007
40-44,F,MAS,20007
40-44,F,HKG,20007
45-49,F,USA,20007
45-49,F,USA,20007
45-49,F,USA,20007
40-44,F,USA,20008
55-59,F,,20008
60-64,F,USA,20008
55-59,F,CAN,20008
50-54,F,USA,20008
60-64,F,JPN,20008
40-44,F,THA,20008
50-54,F,COL,20008
45-49,F,VIE,20008
50-54,F,JPN,20009
65-69,F,GBR,20009
50-54,F,GBR,20009
40-44,F,JPN,20009
