age_group,gender,nationality,fastest_finish_time_secs
40-44,F,KEN,8601
40-44,F,ETH,8652
45-49,F,AUS,8680
40-44,F,KEN,8681
40-44,F,KEN,8721
40-44,F,ECU,8878
40-44,F,USA,8878
40-44,F,USA,8907
40-44,F,AUS,8914
40-44,F,CAN,8922
40-44,F,USA,8972
40-44,F,NAM,9053
40-44,F,SWE,9073
40-44,F,UKR,9155
40-44,F,IRL,9207
40-44,F,NAM,9213
40-44,F,IRL,9244
40-44,F,USA,9345
40-44,F,KEN,9349
40-44,F,GBR,9399
40-44,F,USA,9401
40-44,F,DEN,9412
40-44,F,FRA,9432
40-44,F,MEX,9477
40-44,F,GBR,9482
40-44,F,MEX,9484
45-49,F,NED,9487
40-44,F,GBR,9520
40-44,F,KEN,9532
45-49,F,IRL,9549
40-44,F,CAN,9577
40-44,F,MEX,9578
40-44,F,USA,9578
45-49,F,GBR,9582
45-49,F,JPN,9586
45-49,F,USA,9599
40-44,F,GER,9612
45-49,F,KEN,9620
40-44,F,POR,9623
40-44,F,IRL,9630
40-44,F,CHI,9647
40-44,F,LBN,9660
45-49,F,USA,9665
40-44,F,GER,9671
40-44,F,GBR,9674
45-49,F,BRA,9686
40-44,F,USA,9689
45-49,F,JPN,9706
40-44,F,IRL,9721
40-44,F,AUS,9731
40-44,F,MRI,9736
45-49,F,CZE,9745
40-44,F,GBR,9763
40-44,F,USA,9773
40-44,F,POL,9777
40-44,F,IRL,9781
40-44,F,JPN,9791
40-44,F,GER,9802
40-44,F,JPN,9812
40-44,F,USA,9815
40-44,F,KEN,9818
40-44,F,GBR,9832
40-44,F,MEX,9841
40-44,F,GBR,9842
45-49,F,KEN,9844
45-49,F,ETH,9873
50-54,F,CAN,9874
50-54,F,NED,9878
40-44,F,CAN,9878
40-44,F,IRL,9882
40-44,F,ITA,9882
45-49,F,JPN,9887
40-44,F,NED,9889
40-44,F,CAN,9890
40-44,F,POL,9901
40-44,F,SUI,9909
40-44,F,GBR,9912
40-44,F,BRA,9915
50-54,F,ITA,9919
40-44,F,LAT,9922
40-44,F,GBR,9934
40-44,F,JPN,9937
40-44,F,GBR,9956
40-44,F,JPN,9958
40-44,F,ARG,9963
40-44,F,SUI,9978
40-44,F,,9982
40-44,F,AUS,9992
40-44,F,USA,9992
40-44,F,RUS,9996
40-44,F,NZL,9999
45-49,F,GER,10004
40-44,F,HUN,10008
45-49,F,JPN,10013
40-44,F,NOR,10015
40-44,F,GBR,10018
40-44,F,KEN,10020
40-44,F,KEN,10028
40-44,F,SUI,10029
40-44,F,USA,10036
40-44,F,NED,10061
40-44,F,GER,10062
45-49,F,GER,10065
40-44,F,FRA,10065
40-44,F,ITA,10071
45-49,F,JPN,10089
45-49,F,NZL,10095
45-49,F,USA,10096
45-49,F,JPN,10102
40-44,F,JPN,10102
50-54,F,GBR,10106
40-44,F,MEX,10112
45-49,F,GBR,10113
40-44,F,NOR,10114
40-44,F,IRL,10120
40-44,F,USA,10125
40-44,F,USA,10127
40-44,F,BRA,10128
40-44,F,HUN,10135
45-49,F,JPN,10138
40-44,F,USA,10138
50-54,F,JPN,10139
40-44,F,USA,10139
40-44,F,ESP,10150
50-54,F,ITA,10151
40-44,F,NZL,10156
40-44,F,EST,10157
40-44,F,USA,10162
40-44,F,GBR,10162
40-44,F,CHI,10163
40-44,F,HUN,10165
40-44,F,SUI,10168
45-49,F,GBR,10176
40-44,F,SVK,10178
40-44,F,USA,10181
40-44,F,USA,10188
40-44,F,CAN,10194
40-44,F,JPN,10195
40-44,F,LTU,10195
45-49,F,JPN,10201
40-44,F,BRA,10202
45-49,F,USA,10203
50-54,F,,10205
40-44,F,GBR,10206
55-59,F,,10210
55-59,F,,10210
45-49,F,BEL,10211
40-44,F,RUS,10217
45-49,F,JPN,10219
40-44,F,CAN,10232
45-49,F,IRL,10240
40-44,F,IRL,10244
40-44,F,CAN,10245
45-49,F,CAN,10248
50-54,F,ITA,10249
45-49,F,JPN,10252
40-44,F,USA,10256
55-59,F,GBR,10257
50-54,F,JPN,10258
40-44,F,JPN,10258
40-44,F,GBR,10270
40-44,F,USA,10276
45-49,F,USA,10279
40-44,F,GER,10281
40-44,F,IRL,10289
40-44,F,BEL,10289
45-49,F,GER,10291
50-54,F,GBR,10299
55-59,F,TAN,10307
40-44,F,CAN,10310
45-49,F,POL,10312
40-44,F,USA,10315
40-44,F,JPN,10316
40-44,F,JPN,10319
45-49,F,SWE,10321
45-49,F,CAN,10325
40-44,F,GBR,10325
40-44,F,GER,10326
40-44,F,USA,10326
40-44,F,USA,10326
40-44,F,IRL,10328
40-44,F,FRA,10331
40-44,F,JPN,10334
45-49,F,JPN,10336
45-49,F,IRL,10336
40-44,F,BUL,10336
40-44,F,JPN,10337
50-54,F,GBR,10338
40-44,F,USA,10338
40-44,F,AUS,10343
40-44,F,PAR,10344
40-44,F,POL,10347
45-49,F,GBR,10349
40-44,F,AUS,10350
40-44,F,JPN,10356
40-44,F,FRA,10357
40-44,F,CRC,10358
40-44,F,USA,10358
40-44,F,NOR,10360
40-44,F,AUS,10362
40-44,F,USA,10362
40-44,F,SLO,10366
40-44,F,RSA,10369
45-49,F,CAN,10372
40-44,F,CAN,10373
40-44,F,USA,10374
40-44,F,USA,10374
45-49,F,ESP,10375
40-44,F,CRO,10378
40-44,F,USA,10379
40-44,F,RUS,10380
40-44,F,USA,10383
40-44,F,USA,10394
45-49,F,FRA,10398
40-44,F,JPN,10400
40-44,F,USA,10400
45-49,F,RSA,10405
40-44,F,ITA,10407
45-49,F,USA,10408
40-44,F,ESP,10408
45-49,F,USA,10412
45-49,F,USA,10416
40-44,F,SRB,10416
45-49,F,USA,10418
40-44,F,USA,10418
45-49,F,USA,10419
45-49,F,JPN,10421
40-44,F,JPN,10421
50-54,F,JPN,10422
45-49,F,FRA,10423
40-44,F,USA,10425
40-44,F,GBR,10428
55-59,F,JPN,10431
40-44,F,CAN,10431
45-49,F,JPN,10433
45-49,F,JPN,10434
45-49,F,DEN,10436
40-44,F,POR,10441
45-49,F,GBR,10442
40-44,F,JPN,10446
40-44,F,USA,10452
40-44,F,USA,10455
40-44,F,ESP,10457
40-44,F,POL,10457
40-44,F,GBR,10458
40-44,F,AUS,10458
40-44,F,FRA,10459
40-44,F,USA,10461
40-44,F,GBR,10462
45-49,F,JPN,10464
45-49,F,USA,10467
40-44,F,JPN,10468
40-44,F,BUL,10473
40-44,F,EST,10474
40-44,F,JPN,10474
40-44,F,IRL,10474
45-49,F,CAN,10476
40-44,F,JPN,10476
40-44,F,IRL,10477
40-44,F,USA,10480
45-49,F,ITA,10482
45-49,F,CHN,10485
40-44,F,USA,10486
50-54,F,JPN,10489
50-54,F,GBR,10490
40-44,F,JPN,10490
45-49,F,JPN,10491
45-49,F,GER,10494
40-44,F,ITA,10498
45-49,F,USA,10501
50-54,F,GBR,10501
40-44,F,JPN,10503
45-49,F,GBR,10508
40-44,F,CHN,10509
40-44,F,USA,10511
40-44,F,JPN,10512
45-49,F,JPN,10513
40-44,F,,10514
40-44,F,USA,10515
45-49,F,JPN,10518
40-44,F,JPN,10520
40-44,F,GBR,10524
40-44,F,USA,10528
45-49,F,ARG,10533
45-49,F,JPN,10535
40-44,F,USA,10535
40-44,F,USA,10536
55-59,F,GBR,10538
40-44,F,USA,10538
40-44,F,USA,10539
40-44,F,USA,10542
40-44,F,SWE,10546
40-44,F,USA,10546
45-49,F,IRL,10548
40-44,F,RSA,10549
40-44,F,ESP,10551
40-44,F,GBR,10552
50-54,F,UZB,10553
40-44,F,USA,10553
40-44,F,USA,10555
40-44,F,USA,10558
40-44,F,HKG,10561
40-44,F,USA,10562
40-44,F,AUS,10566
40-44,F,JPN,10566
55-59,F,IRL,10571
40-44,F,ESP,10572
45-49,F,JPN,10573
40-44,F,USA,10573
50-54,F,GBR,10577
40-44,F,USA,10577
40-44,F,GBR,10578
50-54,F,GBR,10580
50-54,F,USA,10582
40-44,F,CHI,10582
45-49,F,RUS,10583
55-59,F,JPN,10586
40-44,F,DEN,10586
50-54,F,GER,10587
40-44,F,CAN,10592
55-59,F,USA,10596
40-44,F,GBR,10596
40-44,F,JPN,10596
40-44,F,NED,10600
50-54,F,JPN,10601
40-44,F,USA,10602
40-44,F,GER,10602
45-49,F,JPN,10603
40-44,F,GBR,10603
40-44,F,JPN,10603
40-44,F,GBR,10605
40-44,F,USA,10605
40-44,F,USA,10606
50-54,F,JPN,10608
40-44,F,IRL,10612
45-49,F,JPN,10613
40-44,F,USA,10614
40-44,F,JPN,10621
40-44,F,AUS,10621
40-44,F,JPN,10622
50-54,F,SVK,10624
40-44,F,,10625
40-44,F,ARG,10626
45-49,F,GBR,10627
50-54,F,USA,10627
40-44,F,BEL,10628
45-49,F,JPN,10629
45-49,F,CAN,10632
40-44,F,ESP,10632
40-44,F,USA,10634
40-44,F,GER,10635
45-49,F,SUI,10636
40-44,F,ITA,10636
40-44,F,AUS,10636
40-44,F,USA,10636
45-49,F,USA,10638
45-49,F,GBR,10638
40-44,F,PER,10639
50-54,F,JPN,10641
50-54,F,USA,10642
40-44,F,GBR,10642
55-59,F,MEX,10643
45-49,F,CHN,10643
50-54,F,GBR,10643
40-44,F,USA,10645
45-49,F,RUS,10646
60-64,F,NZL,10646
50-54,F,JPN,10646
40-44,F,GBR,10646
40-44,F,GBR,10646
40-44,F,JPN,10647
40-44,F,CAN,10648
40-44,F,USA,10648
40-44,F,JPN,10648
40-44,F,USA,10649
50-54,F,JPN,10650
45-49,F,USA,10653
45-49,F,JPN,10653
40-44,F,JPN,10653
40-44,F,ITA,10654
45-49,F,JPN,10655
45-49,F,JPN,10659
45-49,F,HUN,10659
45-49,F,USA,10659
45-49,F,POL,10661
40-44,F,ESP,10662
40-44,F,GBR,10663
45-49,F,IRL,10665
40-44,F,CHN,10665
40-44,F,IRL,10665
40-44,F,TPE,10666
45-49,F,ARG,10668
45-49,F,CAN,10668
40-44,F,MEX,10669
45-49,F,JPN,10670
40-44,F,CRO,10670
50-54,F,JPN,10671
40-44,F,USA,10671
45-49,F,JPN,10672
45-49,F,NOR,10679
50-54,F,FRA,10679
40-44,F,MEX,10679
55-59,F,FRA,10680
40-44,F,USA,10681
45-49,F,JPN,10682
50-54,F,JPN,10683
50-54,F,JPN,10684
45-49,F,GBR,10685
40-44,F,MEX,10688
40-44,F,USA,10689
45-49,F,JPN,10691
40-44,F,USA,10691
45-49,F,IRL,10692
40-44,F,GBR,10692
40-44,F,GBR,10692
45-49,F,USA,10693
40-44,F,BRA,10693
40-44,F,GER,10693
40-44,F,,10693
40-44,F,BRA,10694
40-44,F,IRL,10694
55-59,F,GBR,10695
40-44,F,USA,10696
45-49,F,JPN,10702
40-44,F,ITA,10702
40-44,F,GBR,10702
45-49,F,AUS,10705
40-44,F,AUS,10705
45-49,F,AUS,10706
40-44,F,ITA,10706
45-49,F,USA,10707
45-49,F,GUA,10708
40-44,F,USA,10708
40-44,F,JPN,10709
40-44,F,USA,10709
40-44,F,,10709
50-54,F,JPN,10710
40-44,F,USA,10710
40-44,F,JPN,10711
45-49,F,GBR,10713
40-44,F,USA,10716
40-44,F,FRA,10716
45-49,F,USA,10718
40-44,F,USA,10718
40-44,F,USA,10718
40-44,F,USA,10719
45-49,F,SWE,10720
45-49,F,JPN,10720
40-44,F,MEX,10720
40-44,F,GBR,10720
40-44,F,JPN,10721
50-54,F,JPN,10723
45-49,F,ITA,10724
45-49,F,AUS,10725
40-44,F,GBR,10725
40-44,F,IRL,10725
45-49,F,GBR,10727
40-44,F,USA,10728
45-49,F,NZL,10729
45-49,F,GBR,10730
40-44,F,MEX,10730
40-44,F,JPN,10731
50-54,F,JPN,10732
40-44,F,IRL,10733
45-49,F,IRL,10734
40-44,F,USA,10735
45-49,F,IRL,10736
40-44,F,GBR,10737
55-59,F,JPN,10738
45-49,F,ITA,10739
40-44,F,USA,10739
40-44,F,SWE,10740
40-44,F,IRL,10740
45-49,F,GBR,10741
40-44,F,USA,10742
40-44,F,IRL,10742
50-54,F,ITA,10744
40-44,F,GBR,10745
60-64,F,GBR,10746
40-44,F,NED,10746
40-44,F,USA,10746
40-44,F,IRL,10746
40-44,F,CHN,10747
45-49,F,SUI,10749
45-49,F,JPN,10749
40-44,F,USA,10749
40-44,F,MEX,10751
45-49,F,SUI,10752
45-49,F,GBR,10752
40-44,F,GBR,10752
40-44,F,USA,10753
45-49,F,ESP,10754
45-49,F,GBR,10755
45-49,F,JPN,10755
50-54,F,CHN,10756
40-44,F,GBR,10756
55-59,F,USA,10757
50-54,F,GBR,10757
50-54,F,JPN,10758
45-49,F,GER,10759
50-54,F,ESP,10759
40-44,F,CHN,10759
40-44,F,HKG,10759
55-59,F,GER,10761
45-49,F,IRL,10762
45-49,F,POL,10763
40-44,F,USA,10763
40-44,F,NOR,10765
45-49,F,NED,10766
40-44,F,USA,10766
50-54,F,FIN,10767
40-44,F,CAN,10767
40-44,F,NED,10768
45-49,F,JPN,10770
40-44,F,USA,10770
45-49,F,CHN,10771
40-44,F,USA,10772
40-44,F,CHN,10773
40-44,F,USA,10774
45-49,F,JPN,10775
45-49,F,JPN,10776
40-44,F,CHN,10776
40-44,F,JPN,10776
45-49,F,USA,10777
40-44,F,USA,10777
45-49,F,JPN,10781
50-54,F,GRE,10781
50-54,F,JPN,10781
50-54,F,GBR,10782
40-44,F,SRB,10782
40-44,F,GBR,10783
40-44,F,IRL,10784
40-44,F,JPN,10784
45-49,F,ARG,10785
40-44,F,,10787
40-44,F,USA,10788
45-49,F,JPN,10789
45-49,F,CRO,10790
50-54,F,ITA,10793
40-44,F,NED,10793
45-49,F,USA,10794
40-44,F,GBR,10794
40-44,F,USA,10794
45-49,F,USA,10796
40-44,F,USA,10796
45-49,F,GBR,10798
40-44,F,GBR,10798
40-44,F,USA,10798
40-44,F,ITA,10800
45-49,F,JPN,10802
40-44,F,USA,10802
50-54,F,ITA,10803
45-49,F,AUS,10804
40-44,F,USA,10804
55-59,F,AUS,10805
45-49,F,GBR,10805
40-44,F,TPE,10805
45-49,F,GBR,10807
40-44,F,USA,10807
45-49,F,POL,10808
45-49,F,JPN,10809
40-44,F,SRB,10809
55-59,F,JPN,10812
45-49,F,JPN,10813
50-54,F,NOR,10814
50-54,F,GBR,10814
40-44,F,GBR,10814
40-44,F,USA,10814
40-44,F,ECU,10815
40-44,F,FRA,10816
40-44,F,JPN,10816
40-44,F,USA,10818
55-59,F,JPN,10820
45-49,F,SUI,10820
40-44,F,EST,10820
45-49,F,POL,10822
45-49,F,NZL,10822
50-54,F,ESP,10822
45-49,F,JPN,10823
40-44,F,GBR,10823
40-44,F,HUN,10825
45-49,F,JPN,10826
45-49,F,ARG,10827
45-49,F,NEP,10827
40-44,F,BLR,10827
40-44,F,USA,10832
60-64,F,JPN,10833
40-44,F,RSA,10835
45-49,F,USA,10836
40-44,F,RSA,10837
40-44,F,JPN,10838
40-44,F,IRL,10839
40-44,F,JPN,10840
40-44,F,JPN,10844
50-54,F,NED,10845
50-54,F,SWE,10846
45-49,F,AUT,10847
55-59,F,USA,10847
50-54,F,CAN,10847
40-44,F,UKR,10847
40-44,F,,10849
40-44,F,IRL,10849
55-59,F,JPN,10850
40-44,F,,10850
40-44,F,RSA,10850
45-49,F,JPN,10851
55-59,F,JPN,10855
45-49,F,JPN,10855
40-44,F,SWE,10856
40-44,F,NOR,10856
40-44,F,USA,10856
45-49,F,CHN,10857
40-44,F,NOR,10857
50-54,F,GBR,10858
45-49,F,MEX,10862
40-44,F,KEN,10862
40-44,F,USA,10863
40-44,F,NOR,10863
45-49,F,USA,10865
40-44,F,RSA,10865
45-49,F,JPN,10867
40-44,F,USA,10867
40-44,F,BRA,10868
65-69,F,JPN,10869
55-59,F,AUS,10869
40-44,F,ARG,10870
45-49,F,GBR,10871
50-54,F,ITA,10872
40-44,F,CHN,10872
40-44,F,JPN,10872
40-44,F,JPN,10875
40-44,F,GBR,10877
40-44,F,USA,10878
45-49,F,USA,10880
40-44,F,JPN,10880
45-49,F,SLO,10881
50-54,F,JPN,10882
40-44,F,NED,10882
45-49,F,BRA,10883
40-44,F,JPN,10883
40-44,F,USA,10883
40-44,F,ESP,10884
50-54,F,JPN,10885
40-44,F,IRL,10885
40-44,F,IRL,10886
45-49,F,JPN,10888
40-44,F,USA,10890
40-44,F,USA,10890
45-49,F,USA,10891
50-54,F,JPN,10891
40-44,F,USA,10892
45-49,F,BRA,10893
40-44,F,GBR,10893
45-49,F,ITA,10894
45-49,F,JPN,10896
45-49,F,BRA,10896
40-44,F,GBR,10896
40-44,F,JPN,10899
50-54,F,AUS,10900
40-44,F,USA,10900
40-44,F,USA,10901
60-64,F,NED,10902
45-49,F,RSA,10902
50-54,F,GBR,10902
45-49,F,GBR,10903
45-49,F,ESP,10904
40-44,F,RSA,10904
40-44,F,IRL,10905
40-44,F,CZE,10906
45-49,F,COL,10910
50-54,F,CAN,10910
40-44,F,AUS,10910
40-44,F,SWE,10913
40-44,F,USA,10913
40-44,F,MDV,10916
45-49,F,HUN,10917
40-44,F,USA,10917
40-44,F,GBR,10918
55-59,F,SWE,10920
50-54,F,USA,10920
40-44,F,GBR,10920
50-54,F,GBR,10921
45-49,F,GBR,10922
40-44,F,SWE,10922
40-44,F,SWE,10922
40-44,F,USA,10923
45-49,F,JPN,10924
40-44,F,USA,10924
45-49,F,AUS,10926
45-49,F,USA,10927
40-44,F,JPN,10927
45-49,F,CHN,10928
40-44,F,JPN,10932
40-44,F,JPN,10933
45-49,F,GBR,10935
40-44,F,ESP,10935
40-44,F,NOR,10937
40-44,F,,10937
45-49,F,USA,10938
45-49,F,GBR,10939
40-44,F,,10940
40-44,F,GER,10941
40-44,F,ARG,10941
40-44,F,CHN,10942
45-49,F,GBR,10943
45-49,F,JPN,10944
45-49,F,AUS,10944
40-44,F,GER,10944
40-44,F,USA,10945
45-49,F,CAN,10948
55-59,F,USA,10949
45-49,F,USA,10952
40-44,F,USA,10953
40-44,F,IRL,10953
40-44,F,IRL,10953
45-49,F,FRA,10958
45-49,F,BRA,10958
40-44,F,ESP,10960
40-44,F,NOR,10961
40-44,F,GER,10961
45-49,F,NED,10962
40-44,F,USA,10964
40-44,F,GBR,10964
45-49,F,GBR,10966
45-49,F,USA,10967
40-44,F,POL,10967
45-49,F,GBR,10968
45-49,F,USA,10970
45-49,F,JOR,10970
45-49,F,SVK,10970
50-54,F,JPN,10972
40-44,F,DEN,10972
45-49,F,POL,10973
45-49,F,FRA,10973
45-49,F,JPN,10974
45-49,F,GBR,10975
45-49,F,GBR,10975
45-49,F,GBR,10976
50-54,F,JPN,10976
50-54,F,JPN,10976
40-44,F,ESP,10976
45-49,F,GBR,10980
45-49,F,CAN,10981
45-49,F,GBR,10981
45-49,F,USA,10982
45-49,F,JPN,10983
40-44,F,GER,10983
40-44,F,USA,10983
45-49,F,USA,10984
40-44,F,JPN,10984
45-49,F,USA,10985
40-44,F,USA,10985
55-59,F,GBR,10987
50-54,F,AUS,10987
40-44,F,CHN,10987
40-44,F,ITA,10989
50-54,F,GBR,10991
45-49,F,JPN,10992
40-44,F,USA,10992
45-49,F,JPN,10994
40-44,F,GBR,10994
45-49,F,ESP,10995
45-49,F,ISR,10996
55-59,F,GBR,10999
40-44,F,VIE,10999
40-44,F,FRA,11000
40-44,F,USA,11000
45-49,F,AUS,11001
45-49,F,USA,11001
45-49,F,USA,11003
45-49,F,NZL,11003
40-44,F,USA,11003
40-44,F,USA,11003
40-44,F,GBR,11004
50-54,F,JPN,11007
40-44,F,GBR,11007
55-59,F,JPN,11009
40-44,F,POL,11010
45-49,F,BRA,11012
40-44,F,USA,11012
40-44,F,USA,11014
40-44,F,USA,11015
40-44,F,CHN,11016
40-44,F,GBR,11016
40-44,F,CAN,11018
45-49,F,AUS,11019
45-49,F,CAN,11019
40-44,F,USA,11019
45-49,F,JPN,11020
45-49,F,GBR,11021
40-44,F,GBR,11021
50-54,F,JPN,11022
45-49,F,USA,11024
40-44,F,USA,11024
40-44,F,AUS,11026
40-44,F,KEN,11026
55-59,F,JPN,11028
45-49,F,AUS,11028
45-49,F,JPN,11029
40-44,F,GBR,11029
40-44,F,POL,11030
45-49,F,USA,11031
40-44,F,GBR,11031
45-49,F,JPN,11032
40-44,F,USA,11032
45-49,F,IRL,11033
45-49,F,USA,11033
40-44,F,HKG,11034
40-44,F,GBR,11035
50-54,F,CHN,11037
40-44,F,USA,11038
45-49,F,ZIM,11039
40-44,F,CHN,11039
50-54,F,USA,11041
45-49,F,GBR,11042
40-44,F,RUS,11042
40-44,F,HUN,11042
45-49,F,,11043
40-44,F,USA,11043
60-64,F,JPN,11044
45-49,F,ESP,11044
40-44,F,CHN,11044
45-49,F,CHN,11045
45-49,F,JPN,11046
40-44,F,AUS,11046
40-44,F,USA,11046
40-44,F,IRL,11046
40-44,F,ESP,11046
50-54,F,CAN,11047
45-49,F,GBR,11050
45-49,F,JPN,11050
40-44,F,RSA,11050
40-44,F,USA,11050
45-49,F,NED,11052
45-49,F,CHN,11054
45-49,F,COL,11054
45-49,F,USA,11056
50-54,F,JPN,11057
40-44,F,JPN,11057
55-59,F,GBR,11058
40-44,F,JPN,11059
40-44,F,RSA,11059
55-59,F,FRA,11060
40-44,F,CAN,11062
40-44,F,RSA,11062
40-44,F,CHN,11063
40-44,F,USA,11064
40-44,F,JPN,11066
45-49,F,ESP,11067
40-44,F,USA,11067
40-44,F,ISR,11068
40-44,F,MLT,11069
40-44,F,JPN,11069
50-54,F,JPN,11070
40-44,F,GBR,11070
50-54,F,USA,11073
40-44,F,ITA,11074
50-54,F,JPN,11076
45-49,F,ESP,11077
45-49,F,GBR,11079
40-44,F,IRL,11079
40-44,F,USA,11079
40-44,F,DEN,11079
40-44,F,USA,11081
45-49,F,GBR,11083
45-49,F,IRL,11083
40-44,F,SWE,11083
40-44,F,GBR,11083
45-49,F,JPN,11084
45-49,F,IRL,11085
40-44,F,CHN,11085
50-54,F,CHN,11086
40-44,F,NED,11086
45-49,F,ESP,11087
40-44,F,GBR,11087
45-49,F,USA,11088
40-44,F,USA,11088
45-49,F,IRL,11089
40-44,F,KAZ,11089
40-44,F,HKG,11091
40-44,F,BRA,11095
45-49,F,CHN,11096
50-54,F,GBR,11097
40-44,F,ITA,11097
45-49,F,JPN,11098
50-54,F,GBR,11098
50-54,F,CHN,11099
50-54,F,USA,11099
45-49,F,USA,11100
40-44,F,GBR,11100
55-59,F,JPN,11102
45-49,F,MEX,11104
40-44,F,GUA,11104
45-49,F,GBR,11105
40-44,F,GBR,11105
45-49,F,GBR,11107
40-44,F,CZE,11107
45-49,F,LTU,11108
40-44,F,RSA,11108
45-49,F,ESP,11109
40-44,F,GBR,11109
40-44,F,USA,11109
55-59,F,BRA,11110
45-49,F,JPN,11110
40-44,F,GBR,11110
40-44,F,JPN,11110
40-44,F,USA,11110
40-44,F,CHN,11111
50-54,F,BRA,11112
40-44,F,BRA,11112
40-44,F,NZL,11113
40-44,F,MEX,11114
45-49,F,TPE,11115
40-44,F,JPN,11116
40-44,F,RSA,11116
50-54,F,USA,11117
40-44,F,CHN,11117
40-44,F,GBR,11117
50-54,F,JPN,11118
45-49,F,GBR,11118
45-49,F,CHN,11118
40-44,F,RSA,11118
40-44,F,USA,11118
45-49,F,GBR,11119
40-44,F,GER,11119
40-44,F,IRI,11120
40-44,F,USA,11120
40-44,F,SUI,11120
40-44,F,USA,11122
40-44,F,USA,11122
55-59,F,GBR,11124
40-44,F,BRA,11124
40-44,F,GBR,11124
50-54,F,USA,11125
45-49,F,JPN,11126
50-54,F,JPN,11126
40-44,F,USA,11126
40-44,F,USA,11127
50-54,F,NOR,11128
50-54,F,JPN,11129
40-44,F,SWE,11130
45-49,F,HKG,11131
45-49,F,ESP,11131
50-54,F,JPN,11132
50-54,F,SUI,11132
50-54,F,JPN,11133
40-44,F,POL,11133
40-44,F,POL,11134
40-44,F,GBR,11134
45-49,F,GER,11137
55-59,F,JPN,11138
45-49,F,GBR,11138
45-49,F,GER,11138
40-44,F,USA,11139
45-49,F,CHN,11140
40-44,F,RSA,11140
40-44,F,CAN,11140
45-49,F,AUT,11141
45-49,F,USA,11141
40-44,F,JPN,11141
40-44,F,JPN,11142
50-54,F,GBR,11143
40-44,F,USA,11143
50-54,F,JPN,11144
40-44,F,USA,11144
40-44,F,CAN,11145
45-49,F,USA,11146
40-44,F,CAN,11146
40-44,F,KOR,11146
40-44,F,USA,11146
40-44,F,CAN,11146
40-44,F,USA,11147
50-54,F,GBR,11148
50-54,F,JPN,11149
45-49,F,JPN,11149
40-44,F,CAN,11149
45-49,F,GBR,11150
40-44,F,BRA,11150
50-54,F,JPN,11151
45-49,F,GBR,11151
45-49,F,CHI,11152
40-44,F,USA,11152
40-44,F,BRA,11152
50-54,F,ARG,11154
40-44,F,SLO,11154
40-44,F,CAN,11155
50-54,F,GER,11156
40-44,F,FRA,11156
50-54,F,GBR,11157
40-44,F,CHN,11157
40-44,F,NZL,11158
40-44,F,CHN,11159
40-44,F,JPN,11159
40-44,F,GBR,11159
40-44,F,JPN,11160
50-54,F,JPN,11161
40-44,F,KOR,11162
40-44,F,USA,11163
45-49,F,GBR,11164
40-44,F,USA,11164
40-44,F,JPN,11164
55-59,F,GBR,11165
45-49,F,JPN,11165
45-49,F,GBR,11168
45-49,F,USA,11168
40-44,F,GBR,11168
40-44,F,PER,11168
40-44,F,IRL,11169
40-44,F,IRL,11169
50-54,F,USA,11170
50-54,F,JPN,11170
45-49,F,IRL,11171
50-54,F,IRL,11171
40-44,F,GBR,11171
40-44,F,IRL,11173
40-44,F,CHN,11175
40-44,F,GER,11176
45-49,F,USA,11177
45-49,F,JPN,11177
40-44,F,USA,11177
45-49,F,USA,11178
40-44,F,SVK,11178
40-44,F,USA,11178
40-44,F,BRA,11178
40-44,F,POL,11179
50-54,F,FIN,11180
45-49,F,CHN,11181
50-54,F,JPN,11181
45-49,F,GER,11181
50-54,F,JPN,11182
45-49,F,EST,11182
40-44,F,GBR,11182
40-44,F,ITA,11182
60-64,F,JPN,11183
40-44,F,GER,11183
40-44,F,ARG,11183
45-49,F,USA,11184
40-44,F,USA,11184
40-44,F,IRL,11184
40-44,F,RSA,11185
50-54,F,JPN,11186
50-54,F,NOR,11187
40-44,F,MEX,11187
60-64,F,IRL,11189
45-49,F,IRL,11189
40-44,F,USA,11190
40-44,F,ARG,11190
55-59,F,NOR,11191
50-54,F,JPN,11191
45-49,F,USA,11192
45-49,F,CAN,11192
40-44,F,GER,11193
40-44,F,JPN,11193
40-44,F,USA,11194
40-44,F,USA,11195
40-44,F,FRA,11195
55-59,F,JPN,11196
50-54,F,USA,11196
40-44,F,GBR,11196
40-44,F,USA,11196
45-49,F,USA,11198
40-44,F,CRC,11198
45-49,F,CHN,11199
45-49,F,NOR,11199
40-44,F,AUS,11199
45-49,F,USA,11200
40-44,F,RSA,11200
45-49,F,USA,11201
40-44,F,AUS,11201
50-54,F,JPN,11202
40-44,F,USA,11202
40-44,F,ESP,11203
40-44,F,GBR,11203
40-44,F,CHI,11203
40-44,F,CHI,11203
55-59,F,GBR,11204
45-49,F,USA,11204
45-49,F,GBR,11204
45-49,F,SVK,11204
45-49,F,JPN,11206
45-49,F,GBR,11206
45-49,F,BEL,11207
50-54,F,JPN,11207
45-49,F,USA,11207
40-44,F,AUS,11207
45-49,F,JPN,11209
50-54,F,ITA,11209
50-54,F,IRL,11210
40-44,F,USA,11210
50-54,F,CAN,11211
45-49,F,POL,11211
40-44,F,USA,11211
40-44,F,GER,11211
40-44,F,CAN,11211
40-44,F,USA,11211
40-44,F,ESP,11212
40-44,F,CHN,11212
40-44,F,SWE,11212
55-59,F,JPN,11213
50-54,F,CHN,11213
50-54,F,USA,11213
